name,srid,active,hof,positions,start,end,letter,seasons,games,dob,dod
Deion Belue,BeluDe00,False,False,CB,2014,2014,B,1,0,1991-09-03,NA
Brian Belway,BelwBr20,False,False,DE,1987,1987,B,1,1,1963-05-28,NA
Al Bemiller,BemiAl00,False,False,C-G-T,1961,1969,B,9,126,1938-04-18,NA
Marcus Benard,BenaMa00,False,False,LB,2009,2014,B,5,49,1985-07-26,NA
Carey Bender,BendCa20,False,False,RB,1996,1996,B,1,1,1972-01-28,NA
Jacob Bender,BendJa20,False,False,T,2007,2007,B,1,2,1985-04-25,NA
Wes Bender,BendWe00,False,False,RB,1994,1997,B,2,20,1970-08-02,NA
Jesse Bendross,BendJe00,False,False,WR,1984,1987,B,3,35,1962-07-19,NA
Daved Benefield,BeneDa20,False,False,LB,1996,1996,B,1,15,1968-02-16,NA
Caleb Benenoch,BeneCa00,True,False,OT,2016,2017,B,2,18,1994-08-08,NA
Lou Benfatti,BenfLo20,False,False,DT,1994,1995,B,2,19,1971-03-09,NA
Tim Benford,BenfTi00,False,False,WR,2012,2014,B,2,0,1989-09-07,NA
Brant Bengen,BengBr20,False,False,WR,1987,1987,B,1,3,1964-03-30,NA
Rolf Benirschke,benirrol01,False,False,K,1977,1986,B,10,121,1955-02-07,NA
Dan Benish,BeniDa20,False,False,DT,1983,1987,B,5,55,1961-11-21,NA
Bill Benjamin,BenjBi20,False,False,LB,1987,1987,B,1,2,1958-09-14,NA
Guy Benjamin,BenjGu00,False,False,QB,1978,1983,B,6,19,1955-06-27,NA
Kelvin Benjamin,BenjKe00,True,False,WR,2014,2017,B,4,46,1991-02-05,NA
Ryan Benjamin,BenjRy20,False,False,RB,1993,1993,B,1,1,1970-04-23,NA
Ryan Benjamin,BenjRy21,False,False,C,2001,2003,B,3,27,1977-11-17,NA
Tony Benjamin,BenjTo00,False,False,RB,1977,1979,B,3,28,1955-10-27,NA
Travis Benjamin,BenjTr00,True,False,WR,2012,2017,B,6,84,1989-12-29,NA
Heinie Benkert,BenkHe20,False,False,B,1925,1930,B,4,32,1901-06-30,1972-07-15
Arrelious Benn,BennAr00,True,False,WR,2010,2017,B,5,61,1988-09-08,NA
Fred Benners,BennFr00,False,False,QB,1952,1952,B,1,6,1930-06-22,NA
Antoine Bennett,BennAn20,False,False,DB,1991,1992,B,2,14,1967-11-29,NA
Barry Bennett,BennBa20,False,False,DT-DE,1978,1988,B,12,132,1955-12-10,NA
Ben Bennett,BennBe20,False,False,QB,1987,1987,B,1,1,1962-05-05,NA
Brandon Bennett,BennBr00,False,False,RB,1998,2004,B,6,82,1973-02-03,NA
Charles Bennett,BennCh20,False,False,DE,1987,1987,B,1,3,1963-02-09,NA
Charles Bennett,BennCh21,False,False,LB,2006,2006,B,1,3,1983-04-04,NA
Chuck Bennett,BennCh22,False,False,B,1930,1933,B,3,17,1907-08-09,1973-06-09
Cornelius Bennett,BennCo00,False,False,LB,1987,2000,B,14,206,1965-08-25,NA
Darren Bennett,BennDa20,False,False,P,1995,2005,B,11,160,1965-01-09,NA
Donnell Bennett,BennDo00,False,False,RB,1994,2001,B,8,102,1972-09-14,NA
Drew Bennett,BennDr00,False,False,WR,2001,2008,B,8,102,1978-08-26,NA
Earl Bennett,BennEa00,False,False,WR,2008,2013,B,6,78,1987-03-23,NA
Edgar Bennett,BennEd00,False,False,RB,1992,1999,B,7,112,1969-02-15,NA
Fred Bennett,BennFr99,False,False,DB,2007,2010,B,5,49,1983-12-31,NA
Jug Bennett,BennJu20,False,False,G-LB,1946,1946,B,1,3,1920-02-27,1992-10-02
Lewis Bennett,BennLe20,False,False,WR,1987,1987,B,1,3,1963-08-04,NA
Martellus Bennett,BennMa00,True,False,TE,2008,2017,B,11,144,1987-03-10,NA
Michael Bennett,BennMi00,False,False,RB,2001,2010,B,12,109,1978-08-13,NA
Michael Bennett,BennMi99,True,False,DE,2009,2017,B,9,125,1985-11-13,NA
Michael Bennett,BennMi01,True,False,DT,2015,2017,B,2,14,1993-02-24,NA
Monte Bennett,BennMo20,False,False,NT-DE,1981,1987,B,2,19,1959-04-27,NA
Phil Bennett,BennPh20,False,False,LB,1960,1960,B,1,2,1935-02-14,2002-12-15
Roy Bennett,BennRo20,False,False,DB,1988,1989,B,2,32,1961-07-05,NA
Sean Bennett,BennSe00,False,False,RB,1999,2002,B,2,16,1975-11-09,NA
Sid Bennett,BennSi20,False,False,T-G,1920,1922,B,2,8,1895-02-02,1971-12-30
Tommy Bennett,BennTo20,False,False,DB,1996,2001,B,6,79,1973-02-19,NA
Tony Bennett,BennTo21,False,False,DE-LB,1990,1997,B,8,108,1967-07-01,NA
Woody Bennett,BennWo00,False,False,RB,1979,1988,B,11,125,1955-03-24,NA
Brad Benson,BensBr00,False,False,T-G-C,1978,1987,B,10,137,1955-11-25,NA
Cedric Benson,BensCe00,False,False,RB,2005,2012,B,8,96,1982-12-28,NA
Charles Benson,BensCh20,False,False,DE,1983,1987,B,4,28,1960-11-21,NA
Cliff Benson,BensCl00,False,False,TE,1984,1988,B,5,49,1961-08-28,NA
Darren Benson,BensDa20,False,False,DT,1995,1997,B,2,12,1974-08-25,NA
Duane Benson,BensDu20,False,False,LB,1967,1976,B,10,121,1945-08-05,NA
George Benson,BensGe20,False,False,B,1947,1947,B,1,1,1919-05-07,2001-08-24
Harry Benson,BensHa20,False,False,G,1935,1935,B,1,6,1909-10-07,1943-05-17
Mitchell Benson,BensMi20,False,False,NT-DT,1989,1991,B,3,41,1967-05-30,NA
Thomas Benson,BensTh20,False,False,LB,1984,1992,B,9,120,1961-09-06,NA
Troy Benson,BensTr20,False,False,LB,1986,1989,B,4,58,1963-07-30,NA
Albert Bentley,BentAl00,False,False,RB,1985,1992,B,8,90,1960-08-15,NA
Bill Bentley,BentBi00,False,False,CB,2012,2015,B,4,20,1989-05-16,NA
Kevin Bentley,BentKe20,False,False,LB,2002,2011,B,11,136,1979-12-29,NA
LeCharles Bentley,BentLe00,False,False,G-C,2002,2005,B,4,57,1979-11-07,NA
Ray Bentley,BentRa20,False,False,LB,1986,1992,B,7,87,1960-11-25,NA
Scott Bentley,bentlsco01,False,False,K,1997,2000,B,5,12,1974-04-10,NA
Jim Benton,BentJi00,False,False,E,1938,1947,B,9,91,1916-09-25,2001-03-28
Chris Bentz,BentCh20,False,False,T,1920,1920,B,1,2,1891-12-20,1981-01-10
Roman Bentz,BentRo20,False,False,G-T,1946,1948,B,4,34,1919-09-01,1996-06-24
Al Bentzin,BentAl20,False,False,G,1924,1924,B,1,10,1902-03-07,1979-01-06
Bene Benwikere,BenwBe00,True,False,CB,2014,2017,B,4,39,1991-09-03,NA
George Benyola,benyogeo01,False,False,K,1987,1987,B,1,3,1964-09-17,NA
Eddie Benz,BenzEd20,False,False,E,1922,1922,B,1,1,1892-02-11,1971-07-13
Larry Benz,BenzLa20,False,False,DB,1963,1965,B,3,41,1941-01-28,NA
Jake Bequette,BequJa00,False,False,DE,2012,2014,B,3,8,1989-02-21,NA
Bob Bercich,BercBo20,False,False,DB,1960,1961,B,2,18,1936-11-09,NA
Pete Bercich,BercPe20,False,False,LB,1995,2000,B,5,57,1971-12-23,NA
Paul Berezney,BerePa20,False,False,T,1942,1946,B,4,32,1915-09-25,1990-03-15
Pete Berezney,BerePe20,False,False,T,1947,1948,B,2,25,1923-11-14,2008-10-13
Adam Bergen,BergAd00,False,False,TE,2005,2006,B,2,30,1983-09-03,NA
Joe Berger,BergJo20,True,False,T,2005,2017,B,12,145,1982-05-25,NA
Mitch Berger,BergMi20,False,False,P,1994,2009,B,14,187,1972-06-24,NA
Ron Berger,BergRo20,False,False,DT-DE,1969,1972,B,4,41,1943-09-30,NA
Gil Bergerson,BergGi20,False,False,G-T,1932,1936,B,5,40,1910-07-19,1987-09-18
Eric Bergeson,BergEr20,False,False,DB,1990,1990,B,1,13,1966-01-01,NA
Bill Bergey,BergBi00,False,False,LB,1969,1980,B,12,159,1945-02-09,NA
Bruce Bergey,BergBr20,False,False,DE,1971,1971,B,2,7,1946-08-08,NA
Scott Bergold,BergSc20,False,False,T,1985,1985,B,1,16,1961-11-19,NA
Tony Bergstrom,BergTo00,True,False,OT,2012,2017,B,6,53,1986-08-08,NA
Nat Berhe,BerhNa00,True,False,SS,2014,2017,B,3,38,1991-07-06,NA
Brock Berlin,BerlBr00,False,False,QB,2007,2008,B,2,2,1981-07-04,NA
Eddie Berlin,BerlEd00,False,False,WR,2001,2005,B,5,62,1978-01-14,NA
Mackenzy Bernadeau,BernMa20,False,False,G,2009,2015,B,7,111,1986-01-03,NA
Chuck Bernard,BernCh20,False,False,C,1934,1934,B,1,10,1911-08-29,1962-03-30
Dave Bernard,BernDa20,False,False,LB-BB,1944,1945,B,2,15,1912-09-26,1973-07-17
George Bernard,BernGe20,False,False,G-T,1926,1926,B,1,4,1903-04-01,NA
Giovani Bernard,BernGi00,True,False,RB,2013,2017,B,5,71,1991-11-22,NA
Karl Bernard,BernKa00,False,False,RB,1987,1987,B,1,8,1964-10-12,NA
Rocky Bernard,BernRo20,False,False,DT,2002,2012,B,11,160,1979-04-19,NA
Walter Bernard,BernWa20,False,False,DB,2002,2002,B,1,1,1978-05-03,NA
Frank Bernardi,BernFr20,False,False,DB-HB,1955,1960,B,4,42,1933-06-17,NA
Mil Berner,BernMi20,False,False,C,1933,1933,B,1,1,1906-07-08,1993-12-17
Ed Bernet,BernEd00,False,False,E,1955,1960,B,2,21,1933-10-24,NA
Lee Bernet,BernLe20,False,False,T,1965,1966,B,2,21,1944-01-24,NA
George Bernhardt,BernGe21,False,False,G,1946,1948,B,4,30,1919-06-15,1987-12-06
Roger Bernhardt,BernRo21,False,False,G,1974,1975,B,2,18,1949-10-14,NA
Ken Bernich,BernKe20,False,False,LB,1975,1975,B,1,5,1951-09-06,NA
Dan Bernoske,BernDa21,False,False,G,1926,1926,B,1,2,1905-07-20,1979-06-29
Bobby Berns,BernBo20,False,False,G-T,1920,1924,B,4,16,1895-12-10,1980-07-22
Rick Berns,BernRi00,False,False,RB,1979,1983,B,4,50,1956-02-05,NA
Joe Bernstein,BernJo20,False,False,FB-G-T,1921,1924,B,3,11,1893-11-23,1967-03-28
Jordan Bernstine,BernJo00,False,False,CB,2012,2012,B,1,1,1989-05-31,NA
Rod Bernstine,BernRo00,False,False,RB-TE,1987,1995,B,9,84,1965-02-08,NA
Joy Berquist,BerqJa20,False,False,G,1924,1927,B,3,19,1901-07-30,1942-05-18
Tim Berra,BerrTi20,False,False,WR,1974,1974,B,1,14,1951-09-23,NA
Ed Berrang,BerrEd20,False,False,DE-E,1949,1952,B,6,42,1922-10-14,1992-07-03
Bill Berrehsem,BerrBi20,False,False,T-E,1926,1926,B,1,6,1903-04-25,1968-11-06
Bernard Berrian,BerrBe00,False,False,WR,2004,2011,B,8,109,1980-12-27,NA
Aaron Berry,BerrAa00,False,False,DB,2010,2014,B,4,20,1988-06-25,NA
Bertrand Berry,BerrBe99,False,False,DE,1997,2009,B,12,160,1975-08-15,NA
Bob Berry,BerrBo00,False,False,QB,1965,1975,B,11,78,1942-03-10,NA
Charlie Berry,BerrCh20,False,False,E,1925,1926,B,2,20,1902-10-18,1972-09-06
Connie Mack Berry,BerrCo20,False,False,E,1939,1947,B,9,51,1915-04-19,1980-06-24
Damien Berry,BerrDa00,False,False,RB,2012,2012,B,1,0,1988-10-21,NA
Ed Berry,BerrEd21,False,False,DB,1986,1987,B,2,18,1963-09-28,NA
Eric Berry,BerrEr99,True,False,DB,2010,2017,B,8,87,1988-12-29,NA
Gary Berry,BerrGa20,False,False,DB,2000,2000,B,1,4,1977-10-24,NA
George Berry,BerrGe20,False,False,G-T-C,1922,1926,B,8,35,1900-02-18,1986-02-25
Gil Berry,BerrGi20,False,False,B,1935,1935,B,1,6,1911-03-21,1974-04-20
Howard Berry,BerrHo20,False,False,B,1921,1921,B,1,4,1893-12-31,1976-04-29
Jordan Berry,BerrJo00,True,False,P,2015,2017,B,3,48,1991-03-18,NA
Latin Berry,BerrLa20,False,False,DB,1990,1992,B,3,32,1967-01-13,NA
Louis Berry,BerrLo20,False,False,P,1987,1987,B,1,2,1965-07-21,NA
Ray Berry,BerrRa20,False,False,LB,1987,1993,B,7,89,1963-10-28,NA
Raymond Berry,BerrRa00,False,True,E,1955,1967,B,13,154,1933-02-27,NA
Reggie Berry,BerrRe20,False,False,DB,1972,1974,B,3,30,1950-03-13,NA
Rex Berry,BerrRe21,False,False,DB-HB,1951,1956,B,6,66,1924-09-09,2005-07-01
Royce Berry,BerrRo20,False,False,DE,1969,1976,B,7,94,1946-04-14,NA
Wayne Berry,BerrWa00,False,False,HB-DB,1954,1954,B,1,10,1931-08-02,NA
Marv Berschet,BersMa20,False,False,G-DE,1954,1955,B,2,16,1929-12-28,2011-07-12
Brenton Bersin,BersBr00,True,False,WR,2014,2017,B,4,42,1990-05-09,NA
Libby Bertagnolli,BertLi20,False,False,G,1942,1945,B,2,11,1914-11-13,1992-09-14
Angelo Bertelli,BertAn20,False,False,QB,1946,1948,B,3,16,1921-06-18,1999-06-26
Jim Bertelsen,BertJi00,False,False,RB,1972,1976,B,5,68,1950-02-26,NA
Bill Berthusen,BertBi20,False,False,NT,1987,1987,B,2,4,1964-06-26,NA
Tony Berti,BertTo20,False,False,T,1995,1997,B,3,33,1972-06-21,NA
Jim Bertoglio,BertJi20,False,False,FB,1926,1926,B,1,7,1899-05-14,1973-07-22
Sean Berton,BertSe00,False,False,TE,2003,2005,B,3,44,1979-10-31,NA
Tony Bertuca,BertTo21,False,False,LB,1974,1974,B,1,14,1950-01-04,NA
Ed Berwick,BerwEd20,False,False,C-E,1926,1926,B,1,4,1904-05-10,1981-06-14
Will Berzinski,BerzWi00,False,False,HB,1956,1956,B,1,4,1934-07-18,1994-03-04
Warren Beson,BesoWa20,False,False,C,1949,1949,B,1,3,1923-11-16,1959-10-25
Davone Bess,BessDa00,False,False,WR,2008,2013,B,6,91,1985-09-13,NA
Gerald Bess,BessGe20,False,False,DB,1987,1987,B,1,2,1958-05-24,NA
Rufus Bess,BessRu20,False,False,DB,1979,1987,B,9,116,1956-09-13,NA
Don Bessillieu,BessDo20,False,False,DB,1979,1985,B,6,59,1956-05-04,NA
Art Best,BestAr20,False,False,RB,1977,1980,B,3,31,1953-03-18,2014-10-14
Greg Best,BestGr20,False,False,DB,1983,1984,B,2,18,1960-01-14,NA
Jahvid Best,BestJa00,False,False,RB,2010,2012,B,3,22,1989-01-30,NA
Keith Best,BestKe20,False,False,LB,1972,1972,B,1,6,1950-08-21,NA
Teddy Besta,BestTe20,False,False,B,1922,1924,B,2,3,1899-09-25,1965-07-19
Antoine Bethea,BethAn20,True,False,DB,2006,2017,B,12,177,1984-07-27,NA
Elvin Bethea,BethEl00,False,True,DE,1968,1983,B,16,210,1946-03-01,NA
Larry Bethea,BethLa20,False,False,DT-DE,1978,1983,B,6,81,1956-07-21,1987-04-23
Justin Bethel,BethJu00,True,False,CB,2012,2017,B,6,96,1990-06-17,NA
McLeod Bethel-Thompson,BethMc00,False,False,QB,2012,2014,B,3,0,1988-07-03,NA
Bobby Bethune,BethBo20,False,False,DB,1962,1962,B,1,10,1938-12-10,NA
George Bethune,BethGe20,False,False,LB,1989,1990,B,2,32,1967-03-30,NA
Larry Bettencourt,BettLa20,False,False,C,1933,1933,B,1,2,1905-09-22,1978-09-15
Doug Betters,BettDo00,False,False,DE,1978,1987,B,10,146,1956-06-11,NA
James Betterson,BettJa00,False,False,RB,1977,1978,B,2,23,1954-08-20,NA
Mike Bettiga,BettMi20,False,False,WR,1974,1974,B,1,10,1950-09-10,NA
Jerome Bettis,BettJe00,False,True,RB,1993,2005,B,13,192,1972-02-16,NA
Tom Bettis,BettTo20,False,False,LB,1955,1963,B,9,109,1933-03-17,2015-02-28
Ed Bettridge,BettEd20,False,False,LB,1964,1964,B,1,3,1940-09-16,NA
John Bettridge,BettJo20,False,False,FB,1937,1937,B,2,9,1910-03-19,1975-12-10
Ladell Betts,BettLa00,False,False,RB,2002,2010,B,9,111,1979-08-27,NA
Steve Beuerlein,BeueSt00,False,False,QB,1988,2003,B,14,147,1965-03-07,NA
Tom Beutler,BeutTo20,False,False,LB,1970,1971,B,2,8,1946-09-29,NA
David Beverly,BeveDa20,False,False,P,1974,1980,B,8,102,1950-08-19,NA
Dwight Beverly,BeveDw20,False,False,RB,1987,1987,B,1,3,1961-12-05,NA
Ed Beverly,BeveEd20,False,False,WR,1973,1973,B,1,2,1949-09-27,NA
Eric Beverly,BeveEr00,False,False,C-G,1998,2006,B,9,137,1974-03-28,NA
Randy Beverly,BeveRa20,False,False,DB,1967,1971,B,5,61,1944-04-03,NA
Brennen Beyer,BeyeBr00,True,False,LB,2016,2016,B,1,1,1992-11-25,NA
George Beyers,BeyeGe20,False,False,B,1921,1921,B,1,3,NA,NA
Tim Biakabutuka,BiakTi00,False,False,RB,1996,2001,B,6,50,1974-01-24,NA
Frank Bianchini,BianFr20,False,False,RB,1987,1987,B,1,1,1961-05-27,NA
Johnny Biancone,BianJo20,False,False,B,1936,1936,B,1,5,1911-12-05,1996-09-06
Dean Biasucci,biasudea01,False,False,K,1984,1995,B,11,163,1962-07-25,NA
E.J. Bibbs,BibbE.00,True,False,TE,2015,2015,B,1,7,1991-08-29,NA
Kapri Bibbs,BibbKa00,True,False,RB,2014,2017,B,4,16,1993-01-10,NA
Martin Bibla,BiblMa20,False,False,G,2002,2004,B,3,31,1979-10-04,NA
Erik Bickerstaff,BickEr00,False,False,RB,2003,2003,B,1,4,1980-07-25,NA
Duane Bickett,BickDu00,False,False,LB,1985,1996,B,12,175,1962-12-01,NA
Taye Biddle,BiddTa00,False,False,WR,2006,2006,B,1,2,1983-02-27,NA
Josh Bidwell,BidwJo20,False,False,P,2000,2010,B,10,148,1976-03-13,NA
Adolph Bieberstein,BiebAd20,False,False,G,1926,1926,B,2,6,1902-12-17,1981-12-31
Leo Biedermann,BiedLe20,False,False,T,1978,1978,B,1,16,1955-10-19,NA
Vince Biegel,BiegVi00,True,False,OLB,2017,2017,B,1,9,1993-07-02,NA
Greg Biekert,BiekGr20,False,False,LB,1993,2003,B,11,176,1969-03-14,NA
Dick Bielski,BielDi00,False,False,E-FB,1955,1963,B,9,114,1932-09-07,NA
Tom Bienemann,BienTo20,False,False,DE-E-LB,1951,1956,B,6,65,1928-01-28,1999-10-05
Troy Bienemann,BienTr00,False,False,TE,2007,2007,B,1,16,1983-02-19,NA
Eric Bieniemy,BienEr00,False,False,RB,1991,1999,B,9,142,1969-08-15,NA
Scotty Bierce,BierSc20,False,False,E,1920,1925,B,7,48,1896-09-03,1982-04-26
Kroy Biermann,BierKr99,False,False,LB,2008,2015,B,8,114,1985-09-12,NA
Terreal Bierria,BierTe20,False,False,DB,2002,2004,B,2,29,1980-10-10,NA
Lyle Bigbee,BigbLy20,False,False,E,1922,1922,B,1,3,1893-08-22,1942-08-03
Atari Bigby,BigbAt20,False,False,DB,2005,2012,B,8,72,1981-09-19,NA
Keiron Bigby,BigbKe20,False,False,WR,1987,1987,B,1,1,1966-02-27,NA
E.J. Biggers,BiggE.99,False,False,DB,2010,2015,B,6,92,1987-06-13,NA
Riley Biggs,BiggRi20,False,False,C,1926,1927,B,2,13,1900-03-24,1971-11-24
Verlon Biggs,BiggVe00,False,False,DE,1965,1974,B,10,135,1943-03-16,1994-06-07
Jack Bighead,BighJa00,False,False,DE-E,1954,1955,B,2,13,1930-04-23,1993-04-28
Adam Bighill,BighAd00,True,False,LB,2017,2017,B,1,3,1988-10-16,NA
Jonathan Bilbo,BilbJo20,False,False,T-G,1938,1939,B,2,9,1914-10-17,2000-02-27
Dick Bilda,BildDi20,False,False,B,1944,1944,B,1,3,1919-05-17,1996-11-29
Fred Biletnikoff,BileFr00,False,True,WR-FL,1965,1978,B,14,190,1943-02-23,NA
Andrew Billings,BillAn00,True,False,DT,2017,2017,B,1,15,1995-03-06,NA
Jace Billingsley,BillJa00,True,False,WR,2017,2017,B,1,2,1993-05-17,NA
Ron Billingsley,BillRo20,False,False,DT-DE,1967,1972,B,6,61,1945-04-06,2017-02-05
John Billman,BillJo20,False,False,G-LB-T,1946,1947,B,2,5,1919-12-01,2012-03-16
Frank Billock,BillFr20,False,False,T,1937,1937,B,1,2,1912-05-20,1964-10-11
Lewis Billups,BillLe20,False,False,DB,1986,1992,B,7,88,1963-10-10,1994-04-09
Terry Billups,BillTe20,False,False,DB,1998,1999,B,2,3,1975-02-09,NA
Christo Bilukidi,BiluCh00,False,False,DE,2012,2014,B,4,24,1989-12-13,NA
Brandon Bing,BingBr00,False,False,DB,2012,2012,B,1,0,1989-08-08,NA
Darnell Bing,BingDa00,False,False,DB,2008,2009,B,2,5,1984-09-10,NA
Les Bingaman,BingLe00,False,False,DG-G,1948,1954,B,7,80,1926-02-03,1970-11-20
Craig Bingham,BingCr20,False,False,LB,1982,1987,B,5,40,1959-09-26,NA
Don Bingham,BingDo00,False,False,HB,1956,1956,B,1,12,1929-11-07,1997-07-17
Dwight Bingham,BingDw20,False,False,DE,1987,1987,B,1,3,1961-08-05,NA
Gregg Bingham,BingGr20,False,False,LB,1973,1984,B,12,173,1951-03-13,NA
Guy Bingham,BingGu20,False,False,C-G-T,1980,1993,B,14,199,1958-02-25,NA
Ryon Bingham,BingRy20,False,False,DT,2005,2008,B,4,49,1981-06-06,NA
David Binn,BinnDa20,False,False,C,1994,2010,B,17,256,1972-02-06,NA
Armon Binns,BinnAr00,False,False,WR,2012,2014,B,3,11,1989-09-08,NA
John Binotto,BinoJo20,False,False,HB,1942,1942,B,2,9,1919-11-24,2016-02-19
Dennis Biodrowski,BiodDe20,False,False,G,1963,1967,B,5,30,1940-06-27,2014-10-20
John Biolo,BiolJo20,False,False,G,1939,1939,B,1,1,1916-02-08,2003-02-04
Bront Bird,BirdBr00,False,False,LB,2011,2013,B,3,30,1989-03-17,NA
Cory Bird,BirdCo20,False,False,DB,2001,2004,B,4,45,1978-08-10,NA
Rodger Bird,BirdRo20,False,False,DB,1966,1968,B,3,38,1943-07-02,NA
Steve Bird,BirdSt20,False,False,WR,1983,1984,B,3,23,1960-10-20,NA
J.J. Birden,BirdJJ00,False,False,WR,1990,1996,B,7,93,1965-06-16,NA
Carl Birdsong,BirdCa20,False,False,P,1981,1985,B,5,73,1959-01-01,NA
Craig Birdsong,BirdCr20,False,False,DB,1987,1987,B,1,3,1964-08-16,NA
Dan Birdwell,BirdDa00,False,False,DT-DE,1962,1969,B,8,96,1940-10-14,1978-02-14
Matt Birk,BirkMa00,False,False,C,1998,2012,B,14,210,1976-07-23,NA
Keith Birlem,BirlKe20,False,False,B-E,1939,1939,B,2,9,1915-05-04,1943-05-07
Tom Birney,birnetom01,False,False,K,1979,1980,B,2,13,1956-08-11,NA
Rob Bironas,bironrob01,False,False,K,2005,2013,B,9,144,1978-01-29,2014-09-20
Joe Biscaha,BiscJo00,False,False,E,1959,1960,B,2,9,1937-06-01,NA
Bill Bishop,BishBi00,False,False,DT-T,1952,1961,B,10,117,1931-05-08,1998-05-14
Blaine Bishop,BishBl00,False,False,DB,1993,2002,B,10,138,1970-07-24,NA
Brandan Bishop,BishBr01,False,False,S,2014,2014,B,1,0,1991-01-23,NA
Desmond Bishop,BishDe99,False,False,LB,2007,2014,B,9,75,1984-07-24,NA
Don Bishop,BishDo00,False,False,B,1958,1965,B,9,96,1934-07-01,1998-11-13
Freddie Bishop,BishFr00,True,False,DE,2016,2017,B,2,9,1990-02-25,NA
Greg Bishop,BishGr20,False,False,G-T,1993,1999,B,7,101,1971-05-02,NA
Harold Bishop,BishHa00,False,False,TE,1994,1998,B,4,34,1970-04-08,NA
Keith Bishop,BishKe00,False,False,G-C,1980,1989,B,9,129,1957-03-10,NA
Ken Bishop,BishKe01,False,False,DT,2014,2015,B,2,5,1990-09-08,NA
Michael Bishop,BishMi00,False,False,QB,2000,2000,B,1,8,1976-05-15,NA
Richard Bishop,BishRi20,False,False,DE-NT,1976,1983,B,8,89,1950-03-23,2016-09-26
Sonny Bishop,BishSo00,False,False,G-T,1962,1969,B,8,110,1939-10-01,NA
Adam Bisnowaty,BisnAd00,True,False,OT,2017,2017,B,1,1,1993-12-14,NA
Frank Bissell,BissFr20,False,False,E,1925,1926,B,2,16,1902-08-15,1983-01-01
Joel Bitonio,BitoJo00,True,False,OT,2014,2017,B,4,47,1991-10-11,NA
Don Bitterlich,BittDo20,False,False,K,1976,1976,B,1,3,1954-01-05,NA
Charlie Bivins,BiviCh00,False,False,HB-TE,1960,1967,B,9,102,1938-10-16,1994-03-11
Herb Bizer,BizeHe20,False,False,E-FB,1929,1929,B,1,9,1906-08-03,1974-12-03
Del Bjork,BjorDe20,False,False,T,1937,1938,B,2,20,1914-06-27,1988-08-26
Bob Bjorklund,BjorBo20,False,False,C-LB-E,1941,1941,B,1,7,1918-06-12,1994-01-27
Hank Bjorklund,BjorHa00,False,False,RB,1972,1974,B,3,30,1950-06-05,NA
Eric Bjornson,BjorEr00,False,False,TE,1995,2000,B,6,82,1971-12-15,NA
Ahmad Black,BlacAh00,False,False,SS,2011,2013,B,3,24,1989-12-12,NA
Avion Black,BlacAv00,False,False,WR,2000,2002,B,3,27,1977-04-24,NA
Barry Black,BlacBa20,False,False,G,1987,1987,B,1,3,1965-03-07,NA
Blondy Black,BlacBl20,False,False,B,1946,1947,B,2,9,1920-08-20,2000-05-04
Charlie Black,BlacCh20,False,False,E,1925,1925,B,1,3,1901-01-05,1988-12-14
Conroy Black,BlacCo00,False,False,CB,2012,2012,B,1,0,1988-10-31,NA
James Black,BlacJa20,False,False,RB,1984,1984,B,1,2,1962-04-03,NA
James Black,BlacJa21,False,False,DE,1987,1987,B,1,1,1956-11-04,NA
Jordan Black,BlacJo20,False,False,T,2004,2012,B,7,94,1980-01-28,NA
Mel Black,BlacMe20,False,False,LB,1986,1987,B,2,6,1962-02-02,NA
Mike Black,BlacMi20,False,False,P,1983,1987,B,5,58,1961-01-18,NA
Mike Black,BlacMi21,False,False,T,1986,1987,B,2,3,1964-08-24,NA
Nathan Black,BlacNa20,False,False,WR,2002,2002,B,1,5,1978-06-20,NA
Quincy Black,BlacQu99,False,False,LB,2007,2012,B,6,81,1984-02-28,NA
Stan Black,BlacSt20,False,False,DB,1977,1977,B,1,13,1955-11-12,NA
Tim Black,BlacTi20,False,False,LB,1977,1977,B,1,4,1955-01-03,NA
Todd Black,BlacTo20,False,False,WR,1987,1987,B,1,1,1964-04-12,NA
Peter Blackbear,BlacPe20,False,False,E,1923,1923,B,1,2,1899-10-11,1976-07-01
Bill Blackburn,BlacBi20,False,False,C,1946,1950,B,5,59,1923-02-05,2007-04-17
Chase Blackburn,BlacCh21,False,False,LB,2005,2014,B,10,132,1983-06-10,NA
Todd Blackledge,BlacTo00,False,False,QB,1983,1989,B,7,46,1961-02-25,NA
Hugh Blacklock,BlacHu20,False,False,T-C-G,1920,1926,B,7,59,1893-01-01,1954-05-18
Ken Blackman,BlacKe20,False,False,G,1996,1998,B,3,35,1972-11-08,NA
Stub Blackman,BlacSt21,False,False,FB,1930,1930,B,1,1,1907-02-01,1993-12-13
Don Blackmon,BlacDo20,False,False,LB,1981,1987,B,7,89,1958-03-14,NA
Harold Blackmon,BlacHa20,False,False,DB,2001,2002,B,2,9,1978-05-20,NA
Justin Blackmon,BlacJu00,False,False,WR,2012,2014,B,3,20,1990-01-09,NA
Robert Blackmon,BlacRo20,False,False,DB,1990,1998,B,9,135,1967-05-12,NA
Roosevelt Blackmon,BlacRo21,False,False,DB,1998,1999,B,3,20,1974-09-10,NA
Will Blackmon,BlacWi20,True,False,DB,2006,2016,B,10,96,1984-10-27,NA
Richard Blackmore,BlacRi20,False,False,DB,1979,1983,B,5,68,1956-08-14,NA
