srid,dob,dod
CravAa00,1968-12-18,
KingCa00,1973-11-25,
HuntCh20,1951-02-01,
WhalJi00,1943-05-20,2012-12-18
DonnKe21,1968-06-10,
RichHo20,1959-08-07,
HarrRo00,1970-06-04,
KincBr00,1965-08-06,
RatiBr20,1970-12-27,
TyexWi00,1991-11-04,
BuckVi20,1968-01-12,
BayeAl00,1990-11-08,
DierSc00,1955-05-24,
StafMa00,1988-02-07,
ShawJe20,1907-06-11,1965-10-25
PeacLa20,1917-02-13,2009-01-12
SchaEd20,1902-01-26,1989-05-05
JackCh21,1962-03-12,
SikoMi20,1926-11-29,2012-04-30
RachLa00,1973-01-31,
ColoHa20,1969-02-14,
KarpKe20,1966-10-12,
HeckRo20,1925-07-29,2013-02-24
GarnWi20,1976-07-24,
PeopGe20,1960-08-25,2003-11-23
HenrMa20,1967-03-12,
BarrDa20,1972-05-09,
WillRo23,1977-04-25,
LawrLa00,1949-04-11,2012-12-04
DobbOl20,1941-11-30,
WilsEr20,1962-10-17,
MoldFr21,1963-08-12,2011-11-01
NiswRu20,1982-11-09,
ElleDa99,1985-11-29,
WilsDa01,1991-06-15,
PaolBe20,1937-03-05,
BlaiPa20,1963-08-03,
MendRu20,1963-05-10,
TallDa00,1960-07-10,
GoodDo20,1951-06-21,
SteiAl20,1958-10-28,
RychTo00,1934-09-11,
DaviJa02,1990-09-11,
WoodJi20,1905-03-17,
CannJo20,1935-01-20,
ManhCh00,1992-04-10,
CampJi20,1924-08-08,2002-01-31
WrigKe01,1989-11-12,
WoodRi22,1959-11-16,
PorcRo00,1969-07-30,
CollFl20,1924-05-10,2002-09-03
SmitDr02,1992-09-08,
HarrBr01,1989-01-16,
ShivRo00,1941-07-05,
WidiBu20,1900-11-07,1968-02-03
WimbKa20,1983-10-13,
BodiPi20,1896-05-10,1981-12-14
ChamGa20,1920-05-20,1988-12-21
LucaRi00,1938-04-15,
HornMa20,1963-03-27,
SmalJe20,1966-11-30,
MorgMa20,1980-12-03,
NorgAl20,1907-11-03,1975-11-20
BurlJo20,1909-08-21,1983-10-06
HokuSt20,1910-09-26,2000-07-01
ReesKe20,1921-04-30,1978-03-01
MillJo01,1988-02-01,
DaviSt02,1950-07-13,
PratMa20,1984-08-10,
HittJo20,1916-12-30,2003-06-02
ReyxVi00,1987-09-06,
CounBl00,1993-08-08,
MareAn20,1917-07-16,1996-02-18
DempQu99,1985-06-29,
MaxeJo00,1993-10-19,
LeatMi20,1908-12-16,2000-03-03
VanRJe20,1963-12-07,
WillBo21,1976-09-25,
SmeeJo20,1968-04-01,
PiggBe20,1920-03-05,1999-01-10
BankBr00,1987-12-21,
BajeBi00,1982-10-31,
MillJo02,1990-12-24,
CraiCl20,1902-06-19,1977-11-28
SmitVi21,1923-10-30,2000-02-14
WebsKa00,1991-02-01,
DeleBu20,1929-12-02,2013-08-15
TuttOr20,1912-09-18,1978-04-00
clendmik01,1963-06-12,
HerrHo20,1904-11-24,1984-04-06
HallSh20,1964-04-23,
BryaJu20,1971-01-16,
CampSc00,1962-04-15,
CartAn00,1960-09-17,
TarrJe00,1939-08-27,
ConnBi21,1899-04-08,1980-12-14
RichBo20,1938-10-02,
RobeTr01,1989-09-26,
ReidBi20,1952-05-02,
FranCo00,1988-07-28,
BeamAu20,1953-11-12,
ShawDe00,1947-03-03,
KassCh20,1903-01-20,1977-11-30
GrayMe00,1961-03-16,
ColeDy00,1994-05-19,
BuddEd00,1940-11-02,
SherBu20,1927-12-02,1980-08-31
OwenRi20,1972-05-22,
HatcJe20,1979-09-28,
BrowRo20,1960-05-21,
ShelTo20,1962-06-24,
McCoMi20,1959-08-28,
GarnDw20,1964-10-25,
KreiRi00,1936-03-13,
SmerDo20,1957-12-20,
MastGu20,1907-10-25,1992-05-12
SmitAl20,1922-03-29,1970-10-18
HosmCl20,1891-07-28,1968-11-00
AndeCo00,1980-11-19,
JoneJa01,1958-12-06,
SanzDa00,1988-10-13,
KeatTo00,1942-09-02,2012-08-31
FickSa01,1992-12-14,
LoveDe00,1988-03-07,
MathNe20,1918-08-11,2002-09-18
SennBi20,1905-07-14,1973-09-05
PerrNi00,1990-04-12,
BrumJi20,1947-09-04,
ZachKe20,1963-11-19,
BaxtJi20,1892-10-01,1961-07-26
FlecP.20,1980-11-29,
FeliJo00,1992-02-10,
AdamKr00,1987-09-04,
BurgEa20,1900-05-19,1970-01-11
SalsJa20,1924-12-17,1998-05-14
CannJa20,1975-01-03,
DougDa00,1976-03-15,
andermor01,1960-08-19,
BootIs20,1971-05-23,
DodgDe20,1967-06-14,
RiddSp20,1896-06-17,1968-12-08
AlflTe20,1947-01-03,
MoorRo01,1970-01-26,
ScarJo20,1958-07-26,
LoukCo00,1989-04-10,
ScotJo20,1926-03-17,2016-06-30
WheeEr20,1915-01-29,1982-06-18
HawkCo00,1969-12-12,
PercMa20,1940-02-26,
OBriDa20,1941-06-13,
SmitMi01,1988-08-09,
AtkiBo20,1946-04-02,
CurrRe99,1988-11-10,
ShedEd20,1920-08-02,2013-11-26
BeasJo00,1945-04-06,
SnipAn20,1963-01-11,
LeslJo00,1991-10-31,
RegnPe20,1896-09-10,1938-11-30
EdwaJi20,1952-09-19,2002-07-03
HollJa01,1978-12-18,
MendMa21,1941-12-11,
PuetGa20,1952-03-14,
ChicFr20,1888-04-05,1969-11-24
HawoSt20,1961-09-16,
CookJa02,1987-04-07,
CampMa00,1975-12-06,
beechwil01,1963-04-14,
RedeSh20,1891-10-07,1971-09-01
SpelAl20,1971-09-27,
McNaTo20,1896-02-14,1943-11-08
LewiRa00,1975-05-15,
FreeEd20,1978-01-04,
AckeTo20,1972-09-06,
VandPh20,1943-02-25,
DickTo20,1897-07-20,1999-10-29
ButlVe00,1994-06-14,
SteiDe20,1961-01-27,
LatoTo20,1897-04-18,1975-11-24
AnneBl01,1991-05-28,
WulfJi20,1936-03-22,2000-02-19
GurlTo00,1987-11-22,
VineSc00,1979-04-17,
DaviVa20,1921-10-05,1987-07-11
PoweAl20,1959-11-19,
WeesNo00,1951-08-12,1995-01-20
DougMe00,1936-03-15,
HuntEa00,1970-12-21,
ClayRa21,1898-12-15,1969-11-17
CampJa20,1958-12-16,
GlacSc00,1944-07-28,2006-12-27
BroaKa20,1895-11-10,1967-04-13
GehrBr20,1924-09-12,1976-04-06
FeinRa20,1986-05-08,
NowaDr00,1990-03-07,
DarkOr00,1992-02-28,
AdeyVi20,1983-02-11,
BeavJi20,1938-05-18,
GoodDo22,1942-03-11,
WeavCh20,1949-07-12,
SupuLe20,1920-12-15,1943-08-31
UtleMi20,1965-12-20,
ConrJ.20,1974-02-02,
BerrCo20,1915-04-19,1980-06-24
HarrBi00,1946-01-17,
YablIz20,1907-07-28,1983-08-15
BeckTo20,1978-10-01,
ThorRe20,1967-09-26,
GageSt20,1964-05-10,
SmitWi21,1937-11-01,
DockDa20,1981-05-27,
JansWh20,1896-12-24,1934-07-21
PahuJe20,1969-02-09,
MathJa21,1971-02-09,
BellEd21,1931-03-25,2009-11-16
BeckKu20,1958-12-22,
sissosco01,1971-07-21,
BrumJu20,1905-03-02,1951-07-03
RoziMi00,1961-03-01,
RustRe20,1909-05-23,1984-01-11
CorsRi20,1963-01-13,
WhitMa21,1918-07-26,1957-06-13
HoltGl00,1984-07-31,
BeyeBr00,1992-11-25,
RandKh00,1989-05-07,
FranSt00,1988-09-26,
ChesAl20,1957-08-23,
HameDe20,1961-07-07,
RoseBo20,1974-02-07,
ColeSh00,1991-11-25,
HartMi00,1986-04-09,
CaliTy00,1980-11-09,
ParsCl20,1954-12-26,
RaybIs20,1973-02-05,
ElleDo20,1938-05-07,1996-06-13
VanVPe00,1950-05-19,
DiscTo20,1936-02-03,2007-02-11
McDoDu20,1908-10-03,
GreeJo01,1921-10-14,1989-03-06
CencJo20,1934-01-04,
MillDo21,1932-05-24,
StieJi20,1950-11-07,
HermDa00,1941-09-03,
NelsFr20,1923-05-28,2002-02-19
BurnDa20,1908-01-23,1997-04-09
McCoAn00,1987-12-12,
LeexGr20,1965-01-15,
HolmRo20,1971-05-06,
CougFr20,1896-02-28,1951-09-08
DaviCa01,1992-03-02,
CarlHa20,1931-10-01,
BarnPe21,1902-01-17,1929-06-25
FarkAn20,1916-05-02,2001-04-10
BurkDo20,1926-02-07,2009-08-10
HuntKe20,1948-11-29,2015-05-22
GillWi21,1963-09-01,
WatkPa20,1982-12-18,
NelsDa21,1963-11-23,
KelcLo00,1953-08-23,
ParkDo20,1944-08-09,
FloyJo00,1956-09-10,
EatoVi20,1933-01-03,
AnanVi20,1915-01-25,1994-09-03
StreEr20,1964-03-21,
LentJa20,1945-02-22,
WallJo20,1904-09-02,1981-07-03
ThomJo01,1989-05-03,
BoulPe00,1974-12-18,
DickLy00,1949-10-19,
MorgMi20,1942-01-31,1996-12-02
KowaJo00,1982-11-15,
ManzJo00,1992-12-06,
ThieAd00,1990-08-22,
GoodB.00,1993-04-29,
McGaWa00,1976-09-30,
GreeBo00,1960-06-24,
CadrGl20,1970-01-02,
ArapEv20,1963-10-30,
HanbCh00,1941-08-13,
PitcQu99,1983-09-14,
EitzCh20,1977-04-01,
MyleDe20,1974-10-31,
BurnDa21,1961-03-24,
WalkJa21,1958-12-09,
MaddBo20,1920-08-06,2003-10-24
BaylRa20,1947-03-07,
WendMa20,1926-11-22,2012-03-07
MartDo20,1949-09-17,
WardDe01,1980-08-30,
RobiTr01,1990-05-16,
RossMi20,1976-01-13,
MayeRu20,1947-12-05,1990-01-09
NaviHa20,1977-07-19,
TremGr20,1972-04-16,
AlliGe01,1994-01-18,
ReevJa00,1995-01-31,
BakeCh20,1957-09-26,
MillSo00,1964-12-06,
WalkQu20,1961-08-27,
RobiWi20,1984-12-20,
ButcPa20,1963-11-08,
MochDo00,1988-07-19,
BennEa00,1987-03-23,
DyerKe20,1946-03-16,2010-03-07
BenzEd20,1892-02-11,1971-07-13
SlouGr20,1948-02-26,
HeffSh20,1964-03-15,
DawsLe00,1935-06-20,
RoyxFr20,1942-06-19,
WallCo20,1984-11-26,
WearFr20,1974-04-12,
AlleNa99,1987-11-30,
FrugJi20,1897-10-23,1972-06-07
BallPa20,1964-04-08,
GlasGl00,1940-02-16,
JoneCh09,1994-07-03,
HortWe00,1989-12-17,
HernDo20,1936-06-04,2009-01-10
KuicSt20,1904-04-24,1977-08-26
JohnMa04,1986-10-14,
GabbBl00,1989-10-15,
WideDo20,1966-09-23,
KecmDa20,1948-06-10,
WoodRi20,1953-05-31,
OlipMi00,1963-05-19,
HareRa20,1917-11-21,1975-06-02
LeftDi00,1944-04-14,2004-02-27
ClarDe02,1941-08-18,
ChanAl00,1950-11-18,
StraCl20,1913-05-19,1994-01-10
SculMi20,1965-11-01,
CabrAu20,1902-04-13,1979-03-08
McRaGe99,1986-06-16,
DixoDw20,1962-08-02,
EvanBo20,1942-02-09,
HahnRa20,1897-11-19,1989-11-08
BausDe00,1993-01-15,
SmitRu00,1944-08-04,2001-04-01
LandDe00,1986-10-15,
BlooAl20,1901-09-05,1947-03-26
NdukIk20,1982-07-17,
ComsEd20,1903-07-12,1980-08-03
McGrLa21,1968-05-09,
LoydMi00,1956-05-06,
CifeBo20,1920-09-05,2001-07-01
GreeTe00,1957-09-27,
MeyeRo00,1944-08-27,
RobiJo00,1938-09-09,
JoseKa00,1993-09-08,
SuthVi00,1978-04-22,
AndeJa21,1983-09-26,
LaroGo20,1972-04-17,
MaysTa99,1988-02-07,
McGeEd20,1916-02-26,1995-12-12
WalkMi20,1939-10-14,
NichSi20,1895-04-15,1971-03-23
KnigSu20,1965-04-19,
MusgBi00,1967-11-11,
KellBi22,1926-08-23,
HageHo20,1905-04-16,1991-03-26
FlorPa20,1900-04-22,1986-05-28
JohnCe21,1955-08-19,
MorgBo20,1930-06-28,1991-10-10
GoliBo00,1957-10-26,
FlanJi20,1945-04-15,
ShirJo00,1992-01-04,
GrayGa00,1991-05-29,
MeekJo01,1989-11-08,
LoveDu00,1963-06-24,
ReinBo20,1920-10-17,1996-08-02
DowlRa00,1988-05-09,
McMuCh00,1937-02-15,1984-02-09
WinsGl00,1989-04-29,
TurnPa00,1987-05-19,
McCuHu20,1916-05-18,1999-02-11
MorrGl20,1912-06-12,1974-01-31
RobbRa20,1962-09-14,
PaxsSc20,1983-02-03,
BrunLa20,1953-05-04,
LinnJa20,1967-06-10,2015-09-06
MotlBo20,1920-07-26,2007-06-03
JeffA.00,1988-04-04,
SuggTe99,1982-10-11,
SislBr20,1964-01-18,2013-01-31
OsikCr20,1979-12-04,
OrixFr20,1964-03-20,
McKiJe00,1992-05-03,
ReesSt20,1952-01-07,
KingAn21,1958-02-10,
BianJo20,1911-12-05,1996-09-06
FergKe20,1959-04-03,
NoblJa20,1963-08-14,
RichDi20,1907-11-17,1996-11-13
BatcCh00,1974-12-05,
SinkFr20,1923-05-20,1989-08-06
HaydLe00,1948-06-02,
HiggJi20,1942-01-20,2008-09-28
KafeKu20,1962-12-31,
OdomSt00,1952-09-05,
PougEr00,1952-05-17,
jackechr01,1966-03-12,
VincRa20,1900-03-18,1996-10-29
SeltHa20,1919-03-26,1990-07-13
RuhxEm20,1893-08-29,1979-09-23
RileBo20,1964-06-23,
MesaDi20,1920-03-01,2009-10-08
AdamCu00,1962-04-30,
BernMi20,1906-07-08,1993-12-17
TothZo00,1924-01-26,
KreiCa00,1990-08-13,
GrahAr00,1941-07-31,
ZaruCa20,1933-12-30,2001-05-10
HaysHa20,1939-09-24,
ZoiaCl20,1896-05-16,1955-04-03
PougKe01,1990-02-05,
WallEv00,1959-12-28,
WilsEr00,1994-09-26,
LedyCo20,1977-03-09,
ArnoJa00,1973-06-19,
RoseRo20,1946-02-05,
PricDa20,1972-10-23,
DohrTo20,1968-05-24,
ThomGe00,1964-07-11,
StudSc00,1954-08-27,
KingLa20,1975-08-10,
KaliKy00,1993-12-21,
DickDo00,1988-03-31,
GormDo20,1893-07-24,1938-09-22
GlenTa99,1976-05-25,
MorgDa00,1989-01-28,
PhilEd20,1970-03-27,
FerrVi00,1954-04-24,
KlosBr20,1963-04-17,
DaviCh05,1990-11-04,
HarrLa20,1957-06-28,
BrowBo00,1977-03-26,
BoglPh20,1979-09-27,
CrocBo00,1943-04-03,
McFaMa21,1930-01-18,2007-12-22
AustRe20,1977-01-21,
BreeGe20,1941-06-21,
McGeRi00,1948-09-14,
GoetGu20,1897-07-06,1977-07-24
HairSt20,1967-08-16,
LeacVo00,1981-11-06,
TrayWa20,1942-02-03,
McCaRo21,1954-07-20,
ReedDa20,1961-03-18,
MerkGu00,1955-08-14,
LyonLa20,1973-03-25,
WhitIs00,1994-06-22,
CassRo00,1957-07-23,
ReedBr00,1987-02-28,
ShelDe20,1906-06-04,1968-12-17
RadzVi20,1903-06-08,1974-06-01
McClSt20,1984-12-16,
MisiKo99,1987-01-17,
DaviGl00,1934-09-12,2009-01-29
KirbJo20,1942-05-30,2017-05-30
LestDa20,1914-04-29,1993-07-30
CalhSh00,1992-03-20,
WatkBo21,1960-05-31,
PricSa00,1943-10-01,
CartAl01,1994-10-19,
ThomMi00,1953-07-17,
LaneMa00,1942-03-16,
MereCa00,1992-09-21,
WillJo07,1994-02-02,
TuteMe20,1971-11-11,
GravGo20,1949-06-12,
McEnJa20,1975-02-25,
SamuTe20,1970-09-27,
StauSc20,1959-01-03,
GreeDu20,1921-10-16,1989-03-04
WilfVi20,1981-11-04,
BantBr00,1970-12-14,
CadeMo20,1961-12-26,
CollSh00,1967-02-20,
LeexMi20,1951-08-31,
TottEr20,1980-01-21,
WhitSt21,1973-10-25,
RomeRi20,1966-02-27,
RowdLa20,1949-03-17,
DennJe20,1915-12-01,1966-07-29
GreeHu00,1959-07-27,
SweeFr21,1893-11-01,1958-02-04
SlatHo20,1903-03-09,1964-03-18
BradTo00,1977-08-03,
CunnDi20,1944-10-12,
CashRi20,1945-07-01,
SandJo22,1925-12-28,2006-03-05
AbbrDu20,1917-08-03,1982-12-06
FedeTe00,1991-11-19,
HickR.20,1951-01-04,
WojcGr20,1946-01-27,2005-12-17
EvanLa20,1953-07-11,
PerrEd00,1974-09-01,
HarpRo21,1982-12-11,
JacqNa00,1975-09-02,
BailAl00,1989-03-25,
DomnJo20,1919-03-18,2009-01-20
ShapJa20,1907-03-22,2001-02-05
GracSt20,1979-02-13,
MahoPa00,1995-09-17,
HollDa22,1982-08-08,
JoneGa20,1967-11-30,
NichJo20,1904-07-30,1978-06-17
SmitBi20,1912-01-03,1999-06-20
WallCo00,1982-04-26,
GaddBo20,1952-01-20,
LuckAn00,1989-09-12,
MixxAn00,1983-01-20,
CrosBi20,1929-05-03,2013-07-05
JoneFe00,1987-05-08,
MoorBr22,1979-01-16,
CalhDo00,1952-04-29,
RyanDa20,1923-02-03,1988-12-05
Backxx20,,
SmitBi22,1961-08-10,
LaCrDa20,1955-12-22,
WillJ.20,1941-10-09,
ShumMa20,1960-03-30,
SearCo20,1973-04-15,
YeatJe20,1951-08-03,
SpeeNi20,1981-11-29,
TaylJi20,1959-09-09,
GrigPe20,1954-09-17,
HamxJa00,1948-12-23,
CotaCh20,1971-08-08,
CunnJe00,1991-05-25,
EvanGr20,1971-06-28,
SaccFr20,1964-04-08,
CheyJi20,1945-12-29,
BryaCo98,1984-10-02,
DonaMi20,1968-02-04,
NicoSc20,1960-08-07,
McDaDa20,1945-04-09,
SmitAn02,1988-09-26,
FarrSe20,1960-05-25,
KrusBo20,1942-02-10,
DiehCh20,1905-01-13,1981-05-26
KyleJa20,1972-05-12,
KeckVa00,1938-02-12,
HousLa99,1987-06-24,
ThomCa21,1897-03-02,1962-10-30
FletTe00,1973-09-14,
NovsJo20,1939-05-29,
LarrKa20,1976-04-21,
LindEv20,1970-09-18,
CrowTi99,1985-06-30,
HoppHa20,1918-12-13,1964-12-22
DuckMa20,1965-03-04,
BrocFr00,1974-11-15,
SoboJo20,1926-08-22,
StepDo00,1988-09-30,
EasoBo20,1961-03-10,
BarrLa00,1990-11-29,
KrauHe20,1913-08-28,1987-02-20
BuaxTo20,1980-02-11,
ErviCa00,1992-08-23,
LevaLo20,1923-04-04,1997-11-15
CarrJi20,1933-03-25,2012-08-13
SwisBo20,1914-07-14,1979-09-27
LiviHo20,1922-05-15,1994-07-27
WenkAd20,1898-01-22,1961-03-03
DawsSk00,1990-12-02,
TautJu00,1962-03-24,
HudoMi20,1934-09-29,2003-05-07
LouaFl20,1962-09-12,
PaskGe20,1918-04-28,2005-04-25
AddeHe00,1939-06-08,
HarrRo01,1972-12-15,
BancHu20,1894-08-04,1974-10-31
BrouWa20,1962-10-20,
EnemIK00,1991-07-03,
JameTo99,1973-05-18,
CrosIr00,1939-07-27,
SmitGr20,1959-10-22,
PittCh20,1979-06-26,
ProfGe20,1964-11-11,
SterNe00,1992-01-14,
WhitVi20,1896-03-15,
DesiPi00,1990-09-08,
HawkAn00,1986-03-10,
MomsTo20,1928-01-29,1994-03-06
JohnPe01,1964-07-29,
GoodCh21,1950-01-11,
PinnAn00,1980-03-12,
SuttFr20,1963-03-29,
BurtLa00,1951-12-15,
DrauSh00,1987-12-07,
HughDa99,1985-08-21,
KitcIs00,1988-06-24,
WillBo23,1922-05-04,1997-08-26
AlexDo01,1995-04-20,
WeatCl00,1962-01-10,
MackTe20,1964-07-09,
WillEl21,1926-03-20,2017-03-07
BrigDi99,1985-10-31,
PoweCh00,1988-01-01,
ConkJa00,1994-08-17,
DrakDa00,1991-07-05,
StroWo20,1914-07-25,1994-12-31
SaunJo20,1950-04-29,2001-02-11
ScogEr20,1959-01-23,2009-01-09
StepDa21,1925-10-22,1975-07-19
CibuJo20,1921-05-31,1998-05-15
FassGr20,1985-04-04,
GainWe20,1972-01-17,
LawrQu00,1984-09-21,
GlovPh20,1975-12-17,
CariGa00,1988-06-13,
DoorDa00,1956-02-01,
MichJo21,1973-03-19,
BeavSc20,1967-02-17,
SpeaAn20,1965-11-04,
OshoWi20,1969-09-16,
TartJa00,1992-02-12,
StriDo20,1980-11-24,
TracTo00,1934-09-07,1996-01-24
HaegJo00,1993-03-11,
WardHi00,1976-03-08,
StilKe20,1963-09-06,
HadlSp01,1989-10-30,
BanaCa20,1945-12-24,
MeyeGi20,1920-11-25,1995-01-06
ReddBa00,1960-07-21,
WootRo20,1959-06-28,
BurgJa20,1974-03-31,
BrowCh21,1936-08-01,
GibsCl20,1939-05-26,
SharEv20,1918-06-25,1996-02-00
RousLe00,1962-10-18,
SmitJo01,1995-08-22,
HenlCa00,1936-09-24,2013-04-15
SlovMa20,1916-12-25,1950-03-22
BurgJa01,1994-03-09,
CannAn20,1984-12-31,
BoozEm00,1943-07-04,
KellMi01,1942-10-28,
PratGu20,1958-03-28,2016-04-18
WillWi22,1923-03-10,1992-05-12
LansBu00,1933-11-04,
BoedBi20,1924-03-07,2014-03-21
KindGr20,1950-09-16,
DunnPe00,1941-01-20,
HendRe20,1958-10-03,
WareMa20,1982-12-02,
BoweMa20,1976-11-12,
McGeBe00,1939-01-26,
McDoCo20,1915-10-10,1965-07-06
ThomSp20,1951-03-09,
McClDe20,1954-04-25,
WatsJa00,1990-09-14,
ClarSt21,1959-10-29,
GeorEd20,1946-08-10,
BuggDa00,1953-04-22,
GrecDi20,1938-03-27,
BakeRa21,1982-02-22,
FishTr20,1979-09-12,
EastNi00,1992-06-16,
GrubFr20,1905-01-07,1945-07-02
TuckJu20,1983-03-29,
JoneJo23,1962-10-29,
ThomCh23,1980-05-22,
GoodJo21,1958-11-12,
PaytEd00,1951-08-03,
StonDa99,1985-08-21,
SullGe20,1897-03-15,1989-07-05
MoorCo20,1977-03-20,
MathRa00,1929-02-26,2015-12-20
BaskRi20,1952-02-19,
FaurRo20,1962-01-27,
BullLo20,1956-05-06,2010-04-18
DunlLe20,1949-06-25,
EdwaDa00,1926-07-18,2001-08-07
HaveKe20,1965-10-20,
CaroRo20,1962-06-03,
TregBr20,1970-06-11,
AutrDa00,1976-06-19,
JohnDu20,1973-08-05,
ClaiCh20,1978-07-26,
BrutDa20,1979-05-31,
DuprAl00,1993-02-12,
SagaPi20,1969-11-28,2009-06-07
DorsJo20,1960-08-31,
NemzTe20,1906-02-11,1968-05-21
RentPu20,1910-09-18,1978-08-24
ByrdDa00,1993-01-27,
JenkKe21,1961-01-06,
HermEr00,1989-10-05,
SmitBo20,1945-12-28,
PeraFr20,1923-09-13,1991-09-11
WillMi21,1959-08-27,
SchaJ.00,1990-06-10,
StolAn20,1917-09-06,1976-05-08
SkinGe20,1954-09-12,
ComeGr00,1975-07-29,
WarrPe00,1977-06-19,
BouiTo20,1972-08-07,
BergBi00,1945-02-09,
KnoxDa20,1962-09-03,
SmitBe21,1967-05-14,
PopeLe00,1983-09-10,
MannCh00,1961-04-12,
McCoMi21,1948-09-06,
DaviRa00,1979-07-24,
SmitJi01,1955-07-20,
PeelJu00,1979-03-15,
LongMa00,1991-09-21,
MeehGr20,1963-04-27,
WarrDo00,1956-05-05,
RayeJi20,1946-03-26,
HollJo21,1922-08-07,1997-04-09
JorgWa20,1913-07-31,1977-07-24
BaloBo20,1924-11-02,2011-05-03
TaylCh02,1983-11-07,
LidbCu20,1900-08-25,1987-06-26
TateDa20,1964-11-22,
GreeAl22,1901-03-01,1977-01-19
TaylJ.20,1956-08-12,
HachBi20,1924-11-30,
PlunWa20,1920-08-04,
CrofAb20,1920-03-12,1972-12-02
WrigAn00,1976-02-14,
SlabLo20,1941-12-13,
PopeLe20,1908-02-18,1964-02-05
FloyMa00,1981-09-08,
TripPa20,1961-12-14,
AlexGl00,1947-06-03,
CavaMa00,1956-10-27,
DykeKe00,1984-09-06,
MeekBo20,1969-05-28,
CravKe20,1980-08-22,
GettDa00,1987-08-27,
epstehay01,1980-11-16,
MorrHa00,1973-02-24,
ArneJi20,1951-01-07,
BordCh20,1974-12-30,
StryDa20,1965-05-15,
IlesHa20,1959-09-07,
LeBlBo20,1962-11-05,
CookGe20,1932-01-11,2002-02-15
GormTo20,1891-08-09,1951-07-24
GreeCl20,1957-09-11,
PalmTo21,1983-02-23,
BellMa23,1957-06-14,
FallMi21,1934-03-03,
KennKe21,1977-11-15,
HillRa22,1975-08-07,2015-08-06
HampVi00,1992-03-12,
SchiRa20,1921-07-05,1994-05-09
BoehEv00,1993-08-19,
HarkCo00,1990-06-17,
BradDa22,1947-02-13,2010-10-01
WithAh00,1995-03-21,
ShepDe00,1964-01-22,1999-08-04
WalkJa00,1978-10-14,
HousBo20,1967-10-26,
RubeLa20,1959-01-25,
LoweDw99,1986-01-23,
GillGa00,1944-02-03,2011-10-20
GunhGr00,1986-04-08,
BurkJo20,1961-02-09,
WashCh22,1964-01-09,
KingDa00,1989-12-27,
WadeBi00,1930-10-04,2016-03-09
GaspJo20,1927-02-05,2000-11-21
StraCh20,1899-07-15,1967-05-00
GetcGo20,1920-08-14,1980-07-07
DaviDi00,1946-11-28,
GrayBo20,1978-04-30,
MetcTe00,1951-09-24,
LittJi20,1920-10-31,2004-02-13
SvihBo20,1943-06-21,
BrooAh21,1984-03-14,
WaltMi20,1960-11-30,
MartIn00,1982-08-15,
DudlPa00,1939-01-16,1987-04-19
JohnWa20,1965-09-13,
SundNi00,1987-07-29,
ShepJo20,1957-04-24,
DeVrTy20,1984-11-12,
JameNa20,1945-02-20,
DaviBi00,1972-07-06,
HallAl21,1958-08-12,
GreeDa21,1953-09-07,
McPhFo20,1911-10-22,1989-10-07
BellBr01,1995-01-09,
EsteJo00,1987-03-25,
DuheA.00,1955-11-27,
AdamJo01,1989-11-22,
SheaRo20,1905-09-12,1998-03-16
NelsCo00,1992-04-22,
OsboCl20,1934-11-23,
RussBe20,1973-11-04,
SkagJu20,1979-04-22,2007-06-15
KrisBi00,1935-09-18,
ShawTi99,1984-03-27,
ClemCh21,1973-09-29,
DensAu00,1976-12-08,
BartEa20,1908-12-16,1987-01-26
CreeBo20,1949-01-26,
CurrAa99,1986-04-06,
HickKe20,1972-12-29,
LaceDe00,1990-07-18,
LookJo20,1922-09-13,1993-05-16
NkemRo00,1994-09-19,
BrowFa20,1977-09-21,
JourYo20,1971-04-20,
MackRe00,1937-06-19,
StanDe00,1985-08-27,
BellJa20,1981-03-02,
LillKe20,1963-05-14,
McQuJa20,1920-06-20,1986-12-20
DarrBe20,1939-11-08,2006-04-26
SellMi00,1975-07-21,
edingpau01,1978-01-17,
WillTo24,1986-08-29,
CrutBu20,1976-03-07,
TaylVi00,1994-01-05,
EvanDe00,1987-05-17,
MixxRo00,1938-03-10,
BellTa00,1981-03-02,
KimbBo20,1957-03-12,
BurkSt00,1953-08-06,
ChanRo21,1976-09-11,2016-07-14
TaylJa00,1981-02-25,
KahnEd20,1911-11-09,1945-02-17
BienTo20,1928-01-28,1999-10-05
VickLa00,1983-05-08,
HoleMi20,1892-02-28,1969-03-11
ListPa20,,1952-08-14
JohnJa20,1909-11-28,1978-10-27
BoonAl20,1976-01-11,
PierRe20,1952-12-13,
SaltBr20,1950-01-22,
OgleKe20,1975-11-25,
BrowJi20,1962-03-16,
McInSe20,1960-12-27,
WildHa20,1893-02-08,1989-02-05
PortJo21,1985-11-27,
VlasMa00,1963-10-25,
LaciCo20,1970-11-02,
LongJe00,1990-04-09,
ZupeAl20,1922-01-12,1980-06-16
GlicEd20,1900-04-23,1976-08-13
MannAa20,1961-08-26,
HanlDi20,1894-11-19,1970-12-16
BrewJa00,1987-12-23,
NeguFr20,1923-11-07,2005-04-18
LiviNa20,1982-03-16,
BrowFr21,1943-05-04,
DunbLa20,1980-08-15,
StegMi00,1970-01-25,
CalmRo20,1979-08-01,
GehrJa00,1946-01-14,
CrocRa20,1967-01-05,
ReesGu20,1939-09-22,2010-11-22
SturCa00,1989-08-09,
RainCh00,1988-03-02,
SandBo20,1943-06-09,
